C,max_iter,train_accuracy,val_accuracy,test_accuracy
0.001,35,0.8615071283095723,0.8501529051987767,0.8719512195121951
0.001,36,0.8615071283095723,0.8501529051987767,0.8719512195121951
0.001,37,0.8615071283095723,0.8501529051987767,0.8719512195121951
0.001,38,0.8615071283095723,0.8501529051987767,0.8719512195121951
0.001,39,0.8615071283095723,0.8501529051987767,0.8719512195121951
0.01,0,0.8421588594704684,0.8348623853211009,0.850609756097561
0.01,1,0.8421588594704684,0.8348623853211009,0.850609756097561
0.01,2,0.8615071283095723,0.8440366972477065,0.8780487804878049
0.01,3,0.8625254582484725,0.8685015290519877,0.8628048780487805
0.01,4,0.879837067209776,0.8746177370030581,0.8536585365853658
0.01,5,0.8818737270875764,0.8776758409785933,0.850609756097561
0.01,6,0.8818737270875764,0.8837920489296636,0.8475609756097561
0.01,7,0.8828920570264766,0.8837920489296636,0.850609756097561
0.01,8,0.8818737270875764,0.8776758409785933,0.8597560975609756
0.01,9,0.8818737270875764,0.8868501529051988,0.8536585365853658
0.01,10,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,11,0.8808553971486762,0.8837920489296636,0.850609756097561
0.01,12,0.8808553971486762,0.8837920489296636,0.850609756097561
0.01,13,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,14,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,15,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,16,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,17,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,18,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,19,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,20,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,21,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,22,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,23,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,24,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,25,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,26,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,27,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,28,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,29,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,30,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,31,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,32,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,33,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,34,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,35,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,36,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,37,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,38,0.8808553971486762,0.8868501529051988,0.850609756097561
0.01,39,0.8808553971486762,0.8868501529051988,0.850609756097561
0.1,0,0.8421588594704684,0.8348623853211009,0.850609756097561
0.1,1,0.8421588594704684,0.8348623853211009,0.850609756097561
0.1,2,0.860488798370672,0.8532110091743119,0.8780487804878049
0.1,3,0.8615071283095723,0.8562691131498471,0.8628048780487805
0.1,4,0.890020366598778,0.8685015290519877,0.8628048780487805
0.1,5,0.8879837067209776,0.8715596330275229,0.8628048780487805
0.1,6,0.8991853360488798,0.8654434250764526,0.8567073170731707
0.1,7,0.9032586558044806,0.8776758409785933,0.8628048780487805
0.1,8,0.9032586558044806,0.8715596330275229,0.8597560975609756
0.1,9,0.9032586558044806,0.8715596330275229,0.8628048780487805
0.1,10,0.9022403258655805,0.8746177370030581,0.8628048780487805
0.1,11,0.9032586558044806,0.8837920489296636,0.8658536585365854
0.1,12,0.9032586558044806,0.8746177370030581,0.8658536585365854
0.1,13,0.9032586558044806,0.8746177370030581,0.8658536585365854
0.1,14,0.9032586558044806,0.8746177370030581,0.8658536585365854
0.1,15,0.9032586558044806,0.8776758409785933,0.8658536585365854
0.1,16,0.9032586558044806,0.8776758409785933,0.8658536585365854
0.1,17,0.9032586558044806,0.8776758409785933,0.8658536585365854
0.1,18,0.9032586558044806,0.8776758409785933,0.8658536585365854
0.1,19,0.9042769857433809,0.8807339449541285,0.8658536585365854
0.1,20,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,21,0.9032586558044806,0.8746177370030581,0.8658536585365854
0.1,22,0.9032586558044806,0.8746177370030581,0.8658536585365854
0.1,23,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,24,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,25,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,26,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,27,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,28,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,29,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,30,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,31,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,32,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,33,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,34,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,35,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,36,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,37,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,38,0.9042769857433809,0.8746177370030581,0.8658536585365854
0.1,39,0.9042769857433809,0.8746177370030581,0.8658536585365854
1.0,0,0.8421588594704684,0.8348623853211009,0.850609756097561
1.0,1,0.8421588594704684,0.8348623853211009,0.850609756097561
1.0,2,0.860488798370672,0.8532110091743119,0.8780487804878049
1.0,3,0.860488798370672,0.8532110091743119,0.8597560975609756
1.0,4,0.8890020366598778,0.8654434250764526,0.8628048780487805
1.0,5,0.8920570264765784,0.8654434250764526,0.8628048780487805
1.0,6,0.8981670061099797,0.8562691131498471,0.8536585365853658
1.0,7,0.9042769857433809,0.8654434250764526,0.850609756097561
1.0,8,0.9042769857433809,0.8623853211009175,0.8536585365853658
1.0,9,0.9073319755600815,0.8623853211009175,0.8658536585365854
1.0,10,0.9073319755600815,0.8623853211009175,0.8689024390243902
1.0,11,0.9083503054989817,0.8654434250764526,0.8719512195121951
1.0,12,0.9073319755600815,0.8715596330275229,0.8719512195121951
1.0,13,0.9073319755600815,0.8746177370030581,0.8689024390243902
1.0,14,0.905295315682281,0.8715596330275229,0.8597560975609756
1.0,15,0.905295315682281,0.8685015290519877,0.8567073170731707
1.0,16,0.9063136456211812,0.8685015290519877,0.8597560975609756
1.0,17,0.9073319755600815,0.8685015290519877,0.8597560975609756
1.0,18,0.9063136456211812,0.8654434250764526,0.8567073170731707
1.0,19,0.9063136456211812,0.8654434250764526,0.8567073170731707
1.0,20,0.9073319755600815,0.8654434250764526,0.8567073170731707
1.0,21,0.9083503054989817,0.8654434250764526,0.8597560975609756
1.0,22,0.9073319755600815,0.8715596330275229,0.8567073170731707
1.0,23,0.9083503054989817,0.8654434250764526,0.8597560975609756
1.0,24,0.9083503054989817,0.8654434250764526,0.8597560975609756
1.0,25,0.9083503054989817,0.8593272171253823,0.8597560975609756
1.0,26,0.9073319755600815,0.8623853211009175,0.8597560975609756
1.0,27,0.9083503054989817,0.8654434250764526,0.8567073170731707
1.0,28,0.9083503054989817,0.8654434250764526,0.8567073170731707
1.0,29,0.9083503054989817,0.8654434250764526,0.8597560975609756
1.0,30,0.9083503054989817,0.8623853211009175,0.8597560975609756
1.0,31,0.9093686354378818,0.8623853211009175,0.8628048780487805
1.0,32,0.9083503054989817,0.8623853211009175,0.8628048780487805
1.0,33,0.9083503054989817,0.8623853211009175,0.8597560975609756
1.0,34,0.9083503054989817,0.8623853211009175,0.8597560975609756
1.0,35,0.9083503054989817,0.8623853211009175,0.8567073170731707
1.0,36,0.9083503054989817,0.8654434250764526,0.8597560975609756
1.0,37,0.9083503054989817,0.8654434250764526,0.8567073170731707
1.0,38,0.9083503054989817,0.8654434250764526,0.8567073170731707
1.0,39,0.9083503054989817,0.8654434250764526,0.8567073170731707
10.0,0,0.8421588594704684,0.8348623853211009,0.850609756097561
10.0,1,0.8421588594704684,0.8348623853211009,0.850609756097561
10.0,2,0.860488798370672,0.8532110091743119,0.8780487804878049
10.0,3,0.860488798370672,0.8532110091743119,0.8597560975609756
10.0,4,0.8890020366598778,0.8623853211009175,0.8628048780487805
10.0,5,0.8930753564154786,0.8623853211009175,0.8628048780487805
10.0,6,0.8981670061099797,0.8532110091743119,0.8536585365853658
10.0,7,0.9032586558044806,0.8562691131498471,0.8536585365853658
10.0,8,0.9032586558044806,0.8562691131498471,0.8567073170731707
10.0,9,0.9083503054989817,0.8593272171253823,0.8719512195121951
10.0,10,0.9103869653767821,0.8440366972477065,0.8658536585365854
10.0,11,0.9063136456211812,0.8501529051987767,0.8689024390243902
10.0,12,0.9032586558044806,0.8623853211009175,0.8689024390243902
10.0,13,0.9042769857433809,0.8654434250764526,0.8628048780487805
10.0,14,0.8991853360488798,0.8685015290519877,0.8597560975609756
10.0,15,0.9012219959266803,0.8685015290519877,0.8628048780487805
10.0,16,0.9032586558044806,0.8685015290519877,0.8628048780487805
10.0,17,0.9032586558044806,0.8685015290519877,0.8567073170731707
10.0,18,0.9022403258655805,0.8654434250764526,0.8567073170731707
10.0,19,0.90020366598778,0.8654434250764526,0.8567073170731707
10.0,20,0.9012219959266803,0.8654434250764526,0.8567073170731707
10.0,21,0.9012219959266803,0.8623853211009175,0.8567073170731707
10.0,22,0.9042769857433809,0.8593272171253823,0.8597560975609756
10.0,23,0.9042769857433809,0.8593272171253823,0.8597560975609756
10.0,24,0.9042769857433809,0.8593272171253823,0.8567073170731707
10.0,25,0.9032586558044806,0.8593272171253823,0.8567073170731707
10.0,26,0.9032586558044806,0.8593272171253823,0.8567073170731707
10.0,27,0.9032586558044806,0.8623853211009175,0.8567073170731707
10.0,28,0.9032586558044806,0.8623853211009175,0.8567073170731707
10.0,29,0.9032586558044806,0.8623853211009175,0.8567073170731707
10.0,30,0.9032586558044806,0.8593272171253823,0.8567073170731707
10.0,31,0.9032586558044806,0.8593272171253823,0.8567073170731707
10.0,32,0.9032586558044806,0.8593272171253823,0.8567073170731707
10.0,33,0.9022403258655805,0.8593272171253823,0.8567073170731707
10.0,34,0.9022403258655805,0.8562691131498471,0.8536585365853658
10.0,35,0.9022403258655805,0.8562691131498471,0.8536585365853658
10.0,36,0.9032586558044806,0.8562691131498471,0.8536585365853658
10.0,37,0.9032586558044806,0.8562691131498471,0.8536585365853658
10.0,38,0.9042769857433809,0.8562691131498471,0.8536585365853658
10.0,39,0.9042769857433809,0.8562691131498471,0.8536585365853658
100.0,0,0.8421588594704684,0.8348623853211009,0.850609756097561
100.0,1,0.8421588594704684,0.8348623853211009,0.850609756097561
100.0,2,0.860488798370672,0.8532110091743119,0.8780487804878049
100.0,3,0.860488798370672,0.8532110091743119,0.8597560975609756
100.0,4,0.8890020366598778,0.8593272171253823,0.8628048780487805
100.0,5,0.8930753564154786,0.8623853211009175,0.8628048780487805
100.0,6,0.8981670061099797,0.8532110091743119,0.850609756097561
100.0,7,0.9042769857433809,0.8562691131498471,0.8536585365853658
100.0,8,0.9032586558044806,0.8562691131498471,0.8567073170731707
100.0,9,0.9073319755600815,0.8593272171253823,0.8719512195121951
100.0,10,0.9103869653767821,0.8440366972477065,0.8658536585365854
100.0,11,0.9063136456211812,0.8501529051987767,0.8658536585365854
100.0,12,0.9032586558044806,0.8593272171253823,0.8689024390243902
100.0,13,0.9032586558044806,0.8623853211009175,0.8628048780487805
100.0,14,0.90020366598778,0.8685015290519877,0.8597560975609756
100.0,15,0.90020366598778,0.8685015290519877,0.8658536585365854
100.0,16,0.9022403258655805,0.8685015290519877,0.8658536585365854
100.0,17,0.9032586558044806,0.8685015290519877,0.8597560975609756
100.0,18,0.9012219959266803,0.8654434250764526,0.8628048780487805
100.0,19,0.90020366598778,0.8623853211009175,0.8597560975609756
100.0,20,0.8991853360488798,0.8623853211009175,0.8567073170731707
100.0,21,0.90020366598778,0.8593272171253823,0.8567073170731707
100.0,22,0.9022403258655805,0.8593272171253823,0.8536585365853658
100.0,23,0.9032586558044806,0.8593272171253823,0.8536585365853658
100.0,24,0.9042769857433809,0.8593272171253823,0.8536585365853658
100.0,25,0.9032586558044806,0.8593272171253823,0.8536585365853658
100.0,26,0.9032586558044806,0.8593272171253823,0.8536585365853658
100.0,27,0.9032586558044806,0.8623853211009175,0.8536585365853658
100.0,28,0.9022403258655805,0.8623853211009175,0.8536585365853658
100.0,29,0.9022403258655805,0.8623853211009175,0.8536585365853658
100.0,30,0.9022403258655805,0.8593272171253823,0.8536585365853658
100.0,31,0.9022403258655805,0.8593272171253823,0.8567073170731707
100.0,32,0.9022403258655805,0.8623853211009175,0.8567073170731707
100.0,33,0.9022403258655805,0.8623853211009175,0.8567073170731707
100.0,34,0.9022403258655805,0.8593272171253823,0.8567073170731707
100.0,35,0.9032586558044806,0.8593272171253823,0.8536585365853658
100.0,36,0.9042769857433809,0.8593272171253823,0.8536585365853658
100.0,37,0.9042769857433809,0.8593272171253823,0.8567073170731707
100.0,38,0.9032586558044806,0.8562691131498471,0.8567073170731707
100.0,39,0.9032586558044806,0.8562691131498471,0.8567073170731707
